"siteID","sitename","lat","lon","datasetID","acc","thickness","description"
13645,"Lake MB01",69.807,-112.077,20653,10,10,"Surrounding vegetation: Prostrate dwarf-shrub-herb tundra. Small prostrate shrubs such as Salix and Dryas, graminoids, forbs, and lichens."
13657,"Lake SL06",68.5905,-91.888,20676,10,10,"Surrounding vegetation: Prostrate shrub tundra dominated by Cyperaceae tussocks mixed with prostrate Salix and other herbs (ie Oxyria, Dryas)."
13658,"Patterson Lake",41.382,-120.2205,20678,50,5,"Patterson Lake is located within a late-Pleistocene cirque. Surrounding vegetation: The lake lies within the Pinus albicaulis zone of the Sierran vegetation series. The rim and western flank of the cirque support open whitebark pine forest with gooseberry/currant and rock spirea in openings and understory. The north and east slopes are covered by an open meadow with Salix eastwoodiae, alpine herbs, sedges, Frasera speciosa, Polygonum bistortoides, Valeriana californica, and grasses."
13682,"Drizzle Bog",53.935385,-132.10562,20836,50,10,"Raised ombrotrophic Sphagnum bog. Forest surrounding the site is dominated by Picea stichensis, Tsuga heterophylla, and Thuja plicata, with occasional Pinus contorta and Callitropsis nootkatensis. Recent logging and gravel extraction have created disturbed patches where successional vegetation where abundant Alnus rubra and shrubs dominate. The bog's surface vegetation is dominated by Sphagnum mosses, with abundant ericaceous shrubs, sedges, and interspersed stunted conifers."
13690,"Screaming Lynx Lake",66.068205,-145.405555,20872,10,10,"Yukon Flats, boreal forest."
13897,"Corser Bog",60.52996,-145.45452,21314,5,20,"Peatland on the Copper River Delta dominated by Sphagnum moss, Carex, Andromeda polifolia, Gentiana douglasiana, and surrounded by the three dominant conifers: Picea sitchensis, Tsuga heterophylla, and Tsuga mertensiana."
13899,"Lac Triangle",48.710435,-65.41279,21319,10,20,"Rock basin lake. Physiography: Hilly morainic landscape. Surrounding vegetation: Abies balsamea, Picea mariana."
13922,"Kingston Meadow",39.25318,-117.1655,21418,10,20,"Wet meadow dominated by sedge (Carex rostrata and C. nebrascensis) along a riparian system in the Toiyabe Range of central Nevada. Surface water covers most of the meadow to a depth of approximately 10 cm. Upland vegetation Artemisia steppe with scattered Juniperus osteosperma."
13923,"Upper Squaw Lake",42.032085,-123.014855,21422,5,20,"Surrounding vegetation: Douglas-fir, Pacific madrone, ponderosa pine, canyon live oak. The bedrock of 90% of the watershed is graphitic
quartz-mica schist and serpentine."
14033,"Port McNeill Bog",50.57119,-127.078685,21774,20,5,"Flat ombrotrophic bog along a roadside and in advanced stage of succession; surface vegetation dominated by ericaceous shrubs, Sphagnum capillifolium and Sphagnum fuscum"
14039,"Roe Lake",48.782945,-123.302695,26246,10,5,"Surrounding vegetation: The littoral zone is narrow, and consists mainly of Spirea douglasii, Myrica gale, Salix, and Nuphar polysepalum. Roe Lake is surrounded by second-growth Douglas fir forest."
14071,"ODP Hole 893A",34.27818,-120.061345,21905,5,5,"Ocean Drilliing Project core, Santa Barbara Basin. Nearby coastal vegetation: Introduced herbs and grasses are common in the coastal plain. Coastal sage scrub grows on xeric sites, while Chaparral is found on more mesic sites and burns more frequently. Oaks dominate on north facing slopes, in canyons, and in mesic areas of the coastal marine terraces. California juniper grows in scattered stands."
14071,"ODP Hole 893A",34.27818,-120.061345,21907,20,20,"Ocean Drilliing Project core, Santa Barbara Basin. Nearby coastal vegetation: Introduced herbs and grasses are common in the coastal plain. Coastal sage scrub grows on xeric sites, while Chaparral is found on more mesic sites and burns more frequently. Oaks dominate on north facing slopes, in canyons, and in mesic areas of the coastal marine terraces. California juniper grows in scattered stands."
14071,"ODP Hole 893A",34.27818,-120.061345,21931,20,5,"Ocean Drilliing Project core, Santa Barbara Basin. Nearby coastal vegetation: Introduced herbs and grasses are common in the coastal plain. Coastal sage scrub grows on xeric sites, while Chaparral is found on more mesic sites and burns more frequently. Oaks dominate on north facing slopes, in canyons, and in mesic areas of the coastal marine terraces. California juniper grows in scattered stands."
14071,"ODP Hole 893A",34.27818,-120.061345,21940,10,20,"Ocean Drilliing Project core, Santa Barbara Basin. Nearby coastal vegetation: Introduced herbs and grasses are common in the coastal plain. Coastal sage scrub grows on xeric sites, while Chaparral is found on more mesic sites and burns more frequently. Oaks dominate on north facing slopes, in canyons, and in mesic areas of the coastal marine terraces. California juniper grows in scattered stands."
14071,"ODP Hole 893A",34.27818,-120.061345,21944,5,5,"Ocean Drilliing Project core, Santa Barbara Basin. Nearby coastal vegetation: Introduced herbs and grasses are common in the coastal plain. Coastal sage scrub grows on xeric sites, while Chaparral is found on more mesic sites and burns more frequently. Oaks dominate on north facing slopes, in canyons, and in mesic areas of the coastal marine terraces. California juniper grows in scattered stands."
14155,"Upper Cumberland Plateau Pond",36.34462,-84.968925,22103,50,10,"Ephemeral pond surrounded by mixed mesophytic forest"
14163,"Cienega de San Bernadino",31.32215,-109.25616,22119,5,10,"Cienega located on the floor of the San Bernadino Valley. Surrounding vegetation: Desert grassland and scrub (Atriplex canascens, Ephedra trifurca, Fouquieria splendens, Larrea tridentata, Flourensia cernua, Acacia neovernicosa). Bottomlands consist of a patchwork of Prosopis and fallow fields. Springs, wells, and seasonal streams in the cienega support areas of deciduous riparian scrub, stands of Populus fremontii,"
14222,"Ochlockonee River",29.987725,-84.447055,22238,20,20,"The Ochlockonee River delta is located in the western portion of the zero-energy Big Bend marsh coast, on the Gulf of Mexico. Vegetation along the coastline is predominated by Juncus roemerianus, with Spartina sp., Distichlis spicata, Scirpus olneyi, Salicornia sp., Batis maritima, Phragmites australis, Baccharis halmifolia, and Iva frutescens. To the south, mangrove species increase. "
14308,"Doolittle Ranch Meadow",39.67664,-105.60406,22397,10,10,"The Doolittle Ranch Meadow lies within the Doolittle Ranch basin, created by the Chicago Creek glacier, which deposited a lateral moraine across the mouth of a side-valley tributary. Surrounding vegetation: The surface vegetation of the meadow is dominated by grasses, sedges, and Salix. The meadow is mostly treeless. The moraine that dams the west side of the basin is covered with Picea engelmannii and Pinus contorta. The north side of the basin supports Populus tremuloides, Pinus aristata, and a few intermixed Pinus contorta. The east side of the basin is forested with a dense covering of Picea engelmannii and Pinus contorta. The south end of the basin contains dense stands of Picea engelmannii and Abies lasiocarpa, with a few scattered Pinus contorta and Pseudotsuga menziesii."
14640,"Long Lake",41.499845,-106.367885,22969,20,20,"Kettle lake on stagnation moraine. Upland vegetation montane conifer forest dominated by Pinus contorta, Picea engelmannii, and Abies bifolia. Populus tremuloides ecotone is ~200 m downslope. The lake margin contains various Poaceae, Cyperaceae, and Betula occidentalis. Hydrophytes include Nuphar lutea and Potamogeton alpinus."
16242,"St. Shotts",46.647495,-53.600965,25188,20,10,"Blanket bog. Surrounding vegetation: Bog vegetation is dominated by bryophytes and heaths. Sphagnum fuscum forms a discontinuous mat with Dicranum and Rhacomitrium lanuginosum common on drier hummocks. Ericaceous species include Empetrum nigrum, Ledum groenlandicum, Kalmia polifolia, K. angustifolia, Vaccinium vitis-idaea, and V. oxycoccus. Scirpus is common. Heath vegetation is dominated by Empeterum nigrum and Rhacomitrium lanuginosum, but also includes ericaceous species such as Chamaedaphne calyculata, Kalmia polifolia, K. angustifolia, Vaccinium uliginosum, V. angustifolium, and V. vitis-idaea. "
16242,"St. Shotts",46.647495,-53.600965,25268,20,20,"Blanket bog. Surrounding vegetation: Bog vegetation is dominated by bryophytes and heaths. Sphagnum fuscum forms a discontinuous mat with Dicranum and Rhacomitrium lanuginosum common on drier hummocks. Ericaceous species include Empetrum nigrum, Ledum groenlandicum, Kalmia polifolia, K. angustifolia, Vaccinium vitis-idaea, and V. oxycoccus. Scirpus is common. Heath vegetation is dominated by Empeterum nigrum and Rhacomitrium lanuginosum, but also includes ericaceous species such as Chamaedaphne calyculata, Kalmia polifolia, K. angustifolia, Vaccinium uliginosum, V. angustifolium, and V. vitis-idaea. "
16330,"Waccamaw River, Turkey Creek Oligohaline Marsh",33.35003,-79.3447,25340,50,5,"Oligohaline marsh at Turkey Creek along the Waccamaw River (salinity 1.49-3.70 ppt). Surrounded by a tidal freshwater forested wetland dominated by Taxodium distichum, Nyssa biflora, and Nyssa aquatica. The vegetation in the oligohaline marsh consists of Typha latifolia, Spartina cynosuroides, Scirpus robustus, and Schoenoplectus montevidensis."
16332,"Waccamaw River, Turkey Creek, Heavily Salt Impacted Swamp",33.34001,-79.34166,25349,20,10,"A highly salt-impacted tidal freshwater forested wetland transitioning to an oligohaline marsh at Turkey Creek (salinity 1.49–3.70 ppt). The forested wetland is dominated by Taxodium distichum, Nyssa biflora, and Nyssa aquatica."
16341,"Waccamaw River, Butler Island, Moderately Salt Impacted",33.422823,-79.207996,25368,50,10,"A moderately salt-impacted tidal freshwater forested wetland at Butler Island on the Waccamaw River (salinity 0.59–2.58 ppt). The forested wetland is dominated by Taxodium distichum, Nyssa biflora, and Nyssa aquatica."
16396,"East Whitewater Bay",25.267035,-80.90641,25514,50,15,"Whitewater Bay is essentially a large tidal lake fed through channels at Ponce de Leon Bay at the north end of Cape Sable. Surrounding vegetation is primarily Rhizophora with some Conocarpus and scattered clumps of Cladium"
16613,"Quamichan Lake",48.799565,-123.66048,26313,5,10,"Perhaps the best remaining fragment of Garry Oak Ecotone in Canada occurs adjacent to the northeast shore of Quamichan Lake. This site is now the Nature Conservancy of Canada's Cowichan Garry Oak Preserve. The remaining catchment landscape is characterized by a mosaic of pasture, other agricultural lands, and suburban housing, with patches of mature second growth Douglas-fir and mixed deciduous-coniferous forest."
16876,"Laguna Ek'Naab",17.421145,-89.236475,26811,5,20,"A seasonally flooded low-lying wooded swamp (Bajo Lake), located at the base of a 100 scarp. Karst substrate in a seasonally dry tropical forest vegetation."
